06 Jan 2022 - 14:51:06.023 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
06 Jan 2022 - 14:51:06.328 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
06 Jan 2022 - 14:51:06.354 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 25 ms. Found 4 JPA repository interfaces.
06 Jan 2022 - 14:51:06.828 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Starting...
06 Jan 2022 - 14:51:06.828 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Start completed.
06 Jan 2022 - 14:51:06.841 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
06 Jan 2022 - 14:51:06.849 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
06 Jan 2022 - 14:51:06.984 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
06 Jan 2022 - 14:51:06.985 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 14:51:08.645 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
06 Jan 2022 - 14:51:11.707 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
06 Jan 2022 - 14:51:11.707 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
06 Jan 2022 - 14:51:11.721 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
06 Jan 2022 - 14:51:11.746 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 38 ms
06 Jan 2022 - 14:51:11.770 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.776 seconds (JVM running for 44.376)
06 Jan 2022 - 14:51:11.791 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 14:51:11.791 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
06 Jan 2022 - 14:51:11.795 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Shutdown initiated...
06 Jan 2022 - 14:51:11.796 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Shutdown completed.
06 Jan 2022 - 14:51:11.828 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 16120 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
06 Jan 2022 - 14:51:11.828 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
06 Jan 2022 - 14:51:12.095 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
06 Jan 2022 - 14:51:12.119 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 23 ms. Found 4 JPA repository interfaces.
06 Jan 2022 - 14:51:12.494 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Starting...
06 Jan 2022 - 14:51:12.495 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Start completed.
06 Jan 2022 - 14:51:12.508 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
06 Jan 2022 - 14:51:12.515 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
06 Jan 2022 - 14:51:12.621 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
06 Jan 2022 - 14:51:12.621 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 14:51:14.112 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
06 Jan 2022 - 14:51:17.481 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
06 Jan 2022 - 14:51:17.481 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
06 Jan 2022 - 14:51:17.494 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
06 Jan 2022 - 14:51:17.523 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 42 ms
06 Jan 2022 - 14:51:17.548 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.75 seconds (JVM running for 50.154)
06 Jan 2022 - 14:51:17.572 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 14:51:17.572 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
06 Jan 2022 - 14:51:17.575 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Shutdown initiated...
06 Jan 2022 - 14:51:17.576 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Shutdown completed.
06 Jan 2022 - 14:51:17.621 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 16120 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
06 Jan 2022 - 14:51:17.621 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
06 Jan 2022 - 14:51:17.903 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
06 Jan 2022 - 14:51:17.926 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 22 ms. Found 4 JPA repository interfaces.
06 Jan 2022 - 14:51:18.291 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Starting...
06 Jan 2022 - 14:51:18.292 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Start completed.
06 Jan 2022 - 14:51:18.304 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
06 Jan 2022 - 14:51:18.310 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
06 Jan 2022 - 14:51:18.368 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
06 Jan 2022 - 14:51:18.368 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 14:51:19.851 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
06 Jan 2022 - 14:51:22.863 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
06 Jan 2022 - 14:51:22.863 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
06 Jan 2022 - 14:51:22.875 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
06 Jan 2022 - 14:51:22.899 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 36 ms
06 Jan 2022 - 14:51:22.927 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.349 seconds (JVM running for 55.533)
06 Jan 2022 - 14:51:22.948 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 14:51:22.949 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
06 Jan 2022 - 14:51:22.951 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Shutdown initiated...
06 Jan 2022 - 14:51:22.952 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Shutdown completed.
06 Jan 2022 - 14:51:22.992 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 16120 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
06 Jan 2022 - 14:51:22.993 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
06 Jan 2022 - 14:51:23.345 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
06 Jan 2022 - 14:51:23.368 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 22 ms. Found 4 JPA repository interfaces.
06 Jan 2022 - 14:51:23.774 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Starting...
06 Jan 2022 - 14:51:23.775 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Start completed.
06 Jan 2022 - 14:51:23.796 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
06 Jan 2022 - 14:51:23.802 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
06 Jan 2022 - 14:51:23.859 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
06 Jan 2022 - 14:51:23.859 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 14:51:25.276 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
06 Jan 2022 - 14:51:28.707 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
06 Jan 2022 - 14:51:28.707 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
06 Jan 2022 - 14:51:28.722 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
06 Jan 2022 - 14:51:28.750 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 42 ms
06 Jan 2022 - 14:51:28.772 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.817 seconds (JVM running for 61.378)
06 Jan 2022 - 14:51:28.793 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 14:51:28.793 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
06 Jan 2022 - 14:51:28.796 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Shutdown initiated...
06 Jan 2022 - 14:51:28.797 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Shutdown completed.
06 Jan 2022 - 14:51:28.831 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 16120 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
06 Jan 2022 - 14:51:28.832 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
06 Jan 2022 - 14:51:29.188 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
06 Jan 2022 - 14:51:29.211 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 22 ms. Found 4 JPA repository interfaces.
06 Jan 2022 - 14:51:29.560 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Starting...
06 Jan 2022 - 14:51:29.560 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Start completed.
06 Jan 2022 - 14:51:29.572 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
06 Jan 2022 - 14:51:29.578 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
06 Jan 2022 - 14:51:29.659 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
06 Jan 2022 - 14:51:29.660 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 14:51:31.099 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
06 Jan 2022 - 14:51:34.382 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
06 Jan 2022 - 14:51:34.383 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
06 Jan 2022 - 14:51:34.407 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
06 Jan 2022 - 14:51:34.432 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 49 ms
06 Jan 2022 - 14:51:34.456 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.656 seconds (JVM running for 67.062)
06 Jan 2022 - 14:51:34.476 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 14:51:34.476 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
06 Jan 2022 - 14:51:34.480 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Shutdown initiated...
06 Jan 2022 - 14:51:34.484 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Shutdown completed.
06 Jan 2022 - 14:51:34.527 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 16120 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
06 Jan 2022 - 14:51:34.528 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
06 Jan 2022 - 14:51:34.760 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
06 Jan 2022 - 14:51:34.801 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 40 ms. Found 4 JPA repository interfaces.
06 Jan 2022 - 14:51:35.167 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-10 - Starting...
06 Jan 2022 - 14:51:35.168 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-10 - Start completed.
06 Jan 2022 - 14:51:35.180 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
06 Jan 2022 - 14:51:35.185 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
06 Jan 2022 - 14:51:35.242 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
06 Jan 2022 - 14:51:35.242 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 14:51:36.624 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
06 Jan 2022 - 14:51:39.570 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
06 Jan 2022 - 14:51:39.571 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
06 Jan 2022 - 14:51:39.584 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
06 Jan 2022 - 14:51:39.610 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 39 ms
06 Jan 2022 - 14:51:39.635 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.149 seconds (JVM running for 72.241)
06 Jan 2022 - 14:51:39.651 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 14:51:39.652 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
